Weapon_Used,Monetary_Damage,Gun_Laws,Moon_Phase,Weather
Knife,11.01173457,Strict_Gun_Laws,Waxing_Gibbous,Clear
Knife,10.03396285,Strict_Gun_Laws,Waning_Cresent,Lightning_Storm
Toy_Gun,9.06873274,Strict_Gun_Laws,Waning_Gibbous,Light_Rain
Blunt_Weapon,8.911304048,Strict_Gun_Laws,Third_Quarter,Clear
Toy_Gun,9.724009888,Strict_Gun_Laws,Waning_Gibbous,Heavy_Fog
Toy_Gun,11.21629128,Strict_Gun_Laws,Waxing_Gibbous,Heavy_Fog
Knife,10.02792363,Strict_Gun_Laws,Third_Quarter,Light_Fog
Blunt_Weapon,8.702406446,Strict_Gun_Laws,Waxing_Cresent,Clear
Toy_Gun,9.715356478,Strict_Gun_Laws,Waning_Cresent,Clear
Toy_Gun,9.03830989,Strict_Gun_Laws,Full_Moon,Heavy_Fog
Blunt_Weapon,9.335816927,Strict_Gun_Laws,First_Quarter,Clear
Knife,76.66864845,Strict_Gun_Laws,First_Quarter,Lightning_Storm
Blunt_Weapon,11.39830881,Strict_Gun_Laws,Third_Quarter,Clear
Knife,80.22046691,Strict_Gun_Laws,Waning_Cresent,Heavy_Fog
No_Weapon,11.02097198,Strict_Gun_Laws,Full_Moon,Light_Rain
Toy_Gun,10.50117414,Strict_Gun_Laws,Waning_Cresent,Clear
Blunt_Weapon,8.86513785,Strict_Gun_Laws,New_Moon,Clear
Knife,78.86295523,Strict_Gun_Laws,Waning_Gibbous,Clear
Toy_Gun,10.69885046,Strict_Gun_Laws,New_Moon,Clear
Toy_Gun,8.604856603,Strict_Gun_Laws,Third_Quarter,Light_Fog
Toy_Gun,10.53517921,Strict_Gun_Laws,New_Moon,Clear
Knife,78.53510828,Strict_Gun_Laws,Waning_Gibbous,Light_Fog
Knife,12.92931997,Strict_Gun_Laws,Waxing_Cresent,Lightning_Storm
Toy_Gun,11.91436107,Strict_Gun_Laws,Waning_Gibbous,Heavy_Fog
No_Weapon,11.25472448,Strict_Gun_Laws,Third_Quarter,Clear
Blunt_Weapon,9.726724773,Strict_Gun_Laws,Waxing_Cresent,Clear
No_Weapon,11.83773541,Strict_Gun_Laws,Waning_Gibbous,Light_Rain
Knife,8.234937214,Strict_Gun_Laws,Waxing_Cresent,Clear
No_Weapon,7.741559367,Strict_Gun_Laws,Waxing_Cresent,Clear
Toy_Gun,9.86042963,Strict_Gun_Laws,Waxing_Cresent,Clear
Toy_Gun,8.016304298,Strict_Gun_Laws,Waxing_Cresent,Clear
Knife,9.510114891,Strict_Gun_Laws,New_Moon,Clear
Knife,9.399452125,Strict_Gun_Laws,Waning_Gibbous,Lightning_Storm
Toy_Gun,80.28411214,Strict_Gun_Laws,New_Moon,Clear
Knife,9.683157826,Strict_Gun_Laws,Full_Moon,Hurricane
Blunt_Weapon,10.6209749,Strict_Gun_Laws,Waning_Gibbous,Lightning_Storm
No_Weapon,9.726866708,Strict_Gun_Laws,First_Quarter,Clear
Blunt_Weapon,9.905088862,Strict_Gun_Laws,Third_Quarter,Clear
Toy_Gun,10.31402057,Strict_Gun_Laws,Waning_Cresent,Clear
No_Weapon,80.36454908,Strict_Gun_Laws,Third_Quarter,Clear
Blunt_Weapon,80.12077452,Strict_Gun_Laws,Waning_Gibbous,Clear
Toy_Gun,8.362967337,Strict_Gun_Laws,First_Quarter,Heavy_Fog
Toy_Gun,80.33024686,Strict_Gun_Laws,Waning_Cresent,Clear
Knife,8.322139864,Strict_Gun_Laws,First_Quarter,Clear
No_Weapon,8.490653097,Strict_Gun_Laws,Waxing_Gibbous,Clear
Blunt_Weapon,9.813738547,Strict_Gun_Laws,New_Moon,Clear
Toy_Gun,9.150934407,Strict_Gun_Laws,Waxing_Cresent,Light_Fog
Knife,9.718669376,Strict_Gun_Laws,Full_Moon,Light_Rain
Knife,10.65068203,Strict_Gun_Laws,Waning_Cresent,Clear
No_Weapon,9.727042951,Strict_Gun_Laws,First_Quarter,Light_Rain
Toy_Gun,8.886831661,Strict_Gun_Laws,Third_Quarter,Lightning_Storm
No_Weapon,81.99522011,Strict_Gun_Laws,Waning_Gibbous,Clear
Toy_Gun,9.68837473,Strict_Gun_Laws,Full_Moon,Clear
Knife,10.16853242,Strict_Gun_Laws,Third_Quarter,Light_Fog
Blunt_Weapon,9.000749249,Strict_Gun_Laws,Waxing_Cresent,Clear
Knife,11.37021462,Strict_Gun_Laws,Waxing_Cresent,Clear
Toy_Gun,9.563418015,Strict_Gun_Laws,Waning_Gibbous,Clear
No_Weapon,11.43179138,Strict_Gun_Laws,New_Moon,Clear
No_Weapon,9.452859887,Strict_Gun_Laws,Waning_Gibbous,Lightning_Storm
No_Weapon,10.01806727,Strict_Gun_Laws,New_Moon,Clear
Toy_Gun,11.41912316,Strict_Gun_Laws,Third_Quarter,Clear
Knife,10.84345673,Strict_Gun_Laws,New_Moon,Clear
Knife,10.47938717,Strict_Gun_Laws,Waning_Gibbous,Clear
Blunt_Weapon,8.29532982,Strict_Gun_Laws,Waning_Gibbous,Heavy_Fog
Knife,10.55059367,Strict_Gun_Laws,Waxing_Cresent,Clear
Knife,7.931289763,Strict_Gun_Laws,Waning_Cresent,Clear
Blunt_Weapon,10.23725986,Strict_Gun_Laws,Waning_Cresent,Clear
Knife,10.90401099,Strict_Gun_Laws,New_Moon,Clear
No_Weapon,10.72190154,Strict_Gun_Laws,New_Moon,Clear
Blunt_Weapon,10.42893259,Strict_Gun_Laws,New_Moon,Clear
Knife,81.68897695,Strict_Gun_Laws,Full_Moon,Lightning_Storm
Blunt_Weapon,9.493436903,Strict_Gun_Laws,Full_Moon,Earthquake
Toy_Gun,11.13794503,Strict_Gun_Laws,Full_Moon,Clear
Knife,81.12778531,Strict_Gun_Laws,Full_Moon,Earthquake
Blunt_Weapon,81.84326794,Strict_Gun_Laws,Waxing_Gibbous,Clear
Knife,9.283982497,Strict_Gun_Laws,Full_Moon,Heavy_Fog
Toy_Gun,9.955646596,Strict_Gun_Laws,Waxing_Gibbous,Light_Rain
No_Weapon,79.78157591,Strict_Gun_Laws,Waning_Cresent,Clear
Knife,9.810137875,Strict_Gun_Laws,Waning_Gibbous,Clear
No_Weapon,82.09226886,Strict_Gun_Laws,First_Quarter,Clear
No_Weapon,80.31481473,Strict_Gun_Laws,Waning_Gibbous,Heavy_Fog
Knife,10.21844718,Strict_Gun_Laws,Waxing_Gibbous,Clear
Blunt_Weapon,8.671174194,Strict_Gun_Laws,Waxing_Gibbous,Clear
Knife,10.43059292,Strict_Gun_Laws,New_Moon,Clear
Knife,10.72948141,Strict_Gun_Laws,Full_Moon,Heavy_Fog
Knife,10.66680817,Strict_Gun_Laws,Waxing_Cresent,Lightning_Storm
Knife,9.767356827,Strict_Gun_Laws,Waning_Gibbous,Hurricane
Knife,9.306353067,Strict_Gun_Laws,First_Quarter,Clear
No_Weapon,10.96030772,Strict_Gun_Laws,Waxing_Gibbous,Light_Fog
Blunt_Weapon,11.30028449,Strict_Gun_Laws,Waxing_Cresent,Clear
No_Weapon,78.99070908,Strict_Gun_Laws,Waning_Cresent,Clear
Toy_Gun,9.083535171,Strict_Gun_Laws,First_Quarter,Clear
Blunt_Weapon,80.50026852,Strict_Gun_Laws,Full_Moon,Light_Rain
Blunt_Weapon,11.01044963,Strict_Gun_Laws,New_Moon,Clear
Knife,10.5099235,Strict_Gun_Laws,Full_Moon,Light_Rain
Blunt_Weapon,9.049267623,Strict_Gun_Laws,Third_Quarter,Clear
Blunt_Weapon,10.65752539,Strict_Gun_Laws,Third_Quarter,Hurricane
Knife,10.14276444,Strict_Gun_Laws,Waxing_Gibbous,Clear
Toy_Gun,79.79271589,Strict_Gun_Laws,First_Quarter,Clear
Toy_Gun,7.892023662,Strict_Gun_Laws,Third_Quarter,Clear
Toy_Gun,79.73542191,Strict_Gun_Laws,Full_Moon,Clear
No_Weapon,79.00568432,Strict_Gun_Laws,Full_Moon,Clear
Knife,10.03119907,Strict_Gun_Laws,First_Quarter,Lightning_Storm
Toy_Gun,10.15734556,Strict_Gun_Laws,Waning_Cresent,Light_Rain
No_Weapon,8.994665808,Strict_Gun_Laws,Waxing_Cresent,Clear
No_Weapon,10.13386103,Strict_Gun_Laws,Waxing_Cresent,Light_Fog
No_Weapon,9.977117926,Strict_Gun_Laws,Third_Quarter,Clear
Blunt_Weapon,79.44122095,Strict_Gun_Laws,First_Quarter,Clear
No_Weapon,8.930559693,Strict_Gun_Laws,First_Quarter,Light_Rain
Toy_Gun,81.65266952,Strict_Gun_Laws,Full_Moon,Clear
Blunt_Weapon,10.23972657,Strict_Gun_Laws,Waxing_Cresent,Clear
No_Weapon,9.415982249,Strict_Gun_Laws,Waxing_Cresent,Light_Fog
Blunt_Weapon,10.93495221,Strict_Gun_Laws,First_Quarter,Hurricane
Toy_Gun,12.11502108,Strict_Gun_Laws,Waning_Gibbous,Clear
Toy_Gun,7.875639881,Strict_Gun_Laws,Waxing_Gibbous,Lightning_Storm
Toy_Gun,80.42548687,Strict_Gun_Laws,Third_Quarter,Lightning_Storm
No_Weapon,10.46427367,Strict_Gun_Laws,Waxing_Gibbous,Clear
No_Weapon,11.7234569,Strict_Gun_Laws,Full_Moon,Lightning_Storm
Blunt_Weapon,10.55609383,Strict_Gun_Laws,Waning_Gibbous,Heavy_Fog
No_Weapon,8.947051129,Strict_Gun_Laws,Waning_Cresent,Clear
Blunt_Weapon,10.77674736,Strict_Gun_Laws,Waxing_Cresent,Clear
Toy_Gun,9.974868179,Strict_Gun_Laws,Waning_Gibbous,Clear
Blunt_Weapon,80.54833265,Strict_Gun_Laws,Full_Moon,Earthquake
Blunt_Weapon,10.18955647,Strict_Gun_Laws,Waning_Gibbous,Light_Fog
No_Weapon,10.00781518,Strict_Gun_Laws,Waxing_Cresent,Light_Rain
Blunt_Weapon,80.50008385,Strict_Gun_Laws,Waning_Cresent,Clear
No_Weapon,9.189988044,Strict_Gun_Laws,Waning_Cresent,Heavy_Fog
Knife,9.772569919,Strict_Gun_Laws,Waxing_Cresent,Clear
No_Weapon,10.5170527,Strict_Gun_Laws,First_Quarter,Clear
No_Weapon,9.686744894,Strict_Gun_Laws,Waning_Cresent,Clear
Blunt_Weapon,12.3094022,Strict_Gun_Laws,Waxing_Cresent,Lightning_Storm
Knife,10.15777671,Strict_Gun_Laws,New_Moon,Clear
Toy_Gun,79.67961345,Strict_Gun_Laws,Waxing_Cresent,Clear
No_Weapon,10.21583238,Strict_Gun_Laws,Third_Quarter,Clear
Blunt_Weapon,8.826629106,Strict_Gun_Laws,Waning_Cresent,Light_Rain
Knife,11.55898966,Strict_Gun_Laws,First_Quarter,Clear
Knife,9.682491165,Strict_Gun_Laws,Waning_Cresent,Clear
No_Weapon,7.679231408,Strict_Gun_Laws,First_Quarter,Clear
No_Weapon,10.61442977,Strict_Gun_Laws,Waxing_Gibbous,Hurricane
Knife,9.991751806,Strict_Gun_Laws,Full_Moon,Hurricane
Toy_Gun,10.70560828,Strict_Gun_Laws,Waning_Gibbous,Clear
Knife,11.26830313,Strict_Gun_Laws,Waning_Cresent,Clear
No_Weapon,79.55890105,Strict_Gun_Laws,Waning_Cresent,Clear
Knife,79.91078336,Strict_Gun_Laws,Waxing_Gibbous,Clear
Blunt_Weapon,8.016695077,Strict_Gun_Laws,Waning_Cresent,Clear
No_Weapon,10.91851787,Strict_Gun_Laws,Waning_Cresent,Clear
Knife,79.86917984,Strict_Gun_Laws,Waxing_Cresent,Lightning_Storm
Knife,10.20914451,Strict_Gun_Laws,Waxing_Cresent,Clear
Knife,11.33303117,Strict_Gun_Laws,New_Moon,Clear
Knife,9.276744813,Strict_Gun_Laws,New_Moon,Clear
Blunt_Weapon,9.881414479,Strict_Gun_Laws,Waxing_Cresent,Clear
No_Weapon,10.20804511,Strict_Gun_Laws,First_Quarter,Light_Rain
Toy_Gun,10.13061786,Strict_Gun_Laws,First_Quarter,Light_Fog
No_Weapon,9.893597392,Strict_Gun_Laws,First_Quarter,Clear
Toy_Gun,9.93710947,Strict_Gun_Laws,Waxing_Gibbous,Heavy_Fog
Blunt_Weapon,9.437781573,Strict_Gun_Laws,Third_Quarter,Clear
Blunt_Weapon,81.63871483,Strict_Gun_Laws,Waxing_Cresent,Lightning_Storm
Toy_Gun,12.42971371,Strict_Gun_Laws,Waxing_Cresent,Clear
Toy_Gun,10.68155831,Strict_Gun_Laws,Full_Moon,Clear
Knife,79.59320339,Strict_Gun_Laws,Waxing_Gibbous,Clear
Knife,8.86485187,Strict_Gun_Laws,First_Quarter,Clear
Blunt_Weapon,11.57642452,Strict_Gun_Laws,Third_Quarter,Heavy_Fog
Toy_Gun,11.08727058,Strict_Gun_Laws,Full_Moon,Light_Fog
No_Weapon,9.86671194,Strict_Gun_Laws,Full_Moon,Clear
Toy_Gun,9.222232394,Strict_Gun_Laws,Third_Quarter,Clear
No_Weapon,11.71108887,Strict_Gun_Laws,Waxing_Gibbous,Clear
Toy_Gun,9.646201783,Strict_Gun_Laws,Waning_Cresent,Clear
Knife,8.885059313,Strict_Gun_Laws,Waning_Gibbous,Clear
Knife,8.758987099,Strict_Gun_Laws,Waning_Cresent,Clear
Blunt_Weapon,10.4065609,Strict_Gun_Laws,Full_Moon,Clear
Knife,10.53856195,Strict_Gun_Laws,First_Quarter,Clear
No_Weapon,10.67680788,Strict_Gun_Laws,Waxing_Gibbous,Clear
No_Weapon,8.183786029,Strict_Gun_Laws,Waxing_Gibbous,Clear
Knife,9.699045628,Strict_Gun_Laws,Full_Moon,Light_Fog
Knife,10.47641428,Strict_Gun_Laws,Waxing_Cresent,Lightning_Storm
Knife,9.134177345,Strict_Gun_Laws,Waning_Gibbous,Hurricane
No_Weapon,9.856064977,Strict_Gun_Laws,Full_Moon,Lightning_Storm
Knife,10.90234438,Strict_Gun_Laws,Waning_Gibbous,Light_Rain
Knife,10.07023386,Strict_Gun_Laws,Waning_Gibbous,Clear
Toy_Gun,79.54771272,Strict_Gun_Laws,Full_Moon,Clear
Knife,11.26467128,Strict_Gun_Laws,Third_Quarter,Clear
No_Weapon,79.34476389,Strict_Gun_Laws,Full_Moon,Clear
Toy_Gun,10.51339273,Strict_Gun_Laws,First_Quarter,Clear
Blunt_Weapon,10.46949235,Strict_Gun_Laws,Waning_Cresent,Clear
No_Weapon,8.866543881,Strict_Gun_Laws,Waxing_Cresent,Clear
Toy_Gun,9.819121708,Strict_Gun_Laws,First_Quarter,Heavy_Fog
Toy_Gun,78.79276955,Strict_Gun_Laws,Waning_Cresent,Clear
Toy_Gun,9.867547101,Strict_Gun_Laws,Waxing_Cresent,Clear
Knife,8.794672437,Strict_Gun_Laws,New_Moon,Clear
Toy_Gun,10.72777528,Strict_Gun_Laws,Third_Quarter,Earthquake
Toy_Gun,80.45142908,Strict_Gun_Laws,New_Moon,Clear
Toy_Gun,11.03421145,Strict_Gun_Laws,Waxing_Cresent,Light_Rain
Toy_Gun,79.21148513,Strict_Gun_Laws,Waxing_Gibbous,Hurricane
Knife,9.310549906,Strict_Gun_Laws,Third_Quarter,Clear
Knife,8.993613094,Strict_Gun_Laws,Third_Quarter,Lightning_Storm
Blunt_Weapon,79.49132862,Strict_Gun_Laws,Waning_Gibbous,Earthquake
No_Weapon,81.79063182,Strict_Gun_Laws,First_Quarter,Lightning_Storm
Toy_Gun,9.029881571,Strict_Gun_Laws,Waxing_Cresent,Clear
No_Weapon,8.826116251,Strict_Gun_Laws,Full_Moon,Earthquake
Blunt_Weapon,9.649059594,Strict_Gun_Laws,Full_Moon,Hurricane
Knife,10.36412,Strict_Gun_Laws,Full_Moon,Clear
No_Weapon,9.974079276,Strict_Gun_Laws,Waxing_Cresent,Clear
No_Weapon,80.57330241,Strict_Gun_Laws,Full_Moon,Light_Fog
No_Weapon,11.32389193,Strict_Gun_Laws,Waning_Cresent,Lightning_Storm
No_Weapon,10.03453244,Strict_Gun_Laws,Waning_Gibbous,Light_Rain
Knife,8.24328324,Strict_Gun_Laws,Third_Quarter,Clear
Knife,9.038345728,Strict_Gun_Laws,Waxing_Gibbous,Clear
Blunt_Weapon,80.43792248,Strict_Gun_Laws,Third_Quarter,Clear
Toy_Gun,79.91263839,Strict_Gun_Laws,Waxing_Cresent,Clear
Toy_Gun,10.72705031,Strict_Gun_Laws,New_Moon,Clear
Blunt_Weapon,11.04493782,Strict_Gun_Laws,Waning_Gibbous,Light_Rain
Toy_Gun,9.793266505,Strict_Gun_Laws,Waxing_Cresent,Clear
Knife,9.638860143,Strict_Gun_Laws,Waning_Cresent,Clear
Blunt_Weapon,9.82314068,Strict_Gun_Laws,First_Quarter,Light_Rain
Knife,10.30315067,Strict_Gun_Laws,Waning_Cresent,Light_Fog
Knife,7.2828316,Strict_Gun_Laws,Third_Quarter,Clear
No_Weapon,78.6646214,Strict_Gun_Laws,Waxing_Cresent,Clear
Blunt_Weapon,9.435667466,Strict_Gun_Laws,Waxing_Cresent,Light_Rain
No_Weapon,10.5887429,Strict_Gun_Laws,Waning_Gibbous,Clear
No_Weapon,11.30283564,Strict_Gun_Laws,First_Quarter,Clear
Blunt_Weapon,9.84791556,Strict_Gun_Laws,Waxing_Cresent,Light_Rain
Knife,7.074758276,Strict_Gun_Laws,Full_Moon,Light_Fog
Blunt_Weapon,10.42357588,Strict_Gun_Laws,New_Moon,Clear
Knife,8.291150184,Strict_Gun_Laws,Waning_Cresent,Light_Fog
Knife,79.90569544,Strict_Gun_Laws,Full_Moon,Light_Rain
Blunt_Weapon,10.58926586,Strict_Gun_Laws,Waxing_Cresent,Clear
No_Weapon,8.85536461,Strict_Gun_Laws,Waxing_Cresent,Lightning_Storm
Blunt_Weapon,12.29914811,Strict_Gun_Laws,Waxing_Cresent,Clear
No_Weapon,10.99197433,Strict_Gun_Laws,Waxing_Cresent,Clear
Knife,11.15399436,Strict_Gun_Laws,Third_Quarter,Clear
Toy_Gun,10.57014088,Strict_Gun_Laws,Waning_Cresent,Clear
Blunt_Weapon,10.93692728,Strict_Gun_Laws,Waxing_Gibbous,Clear
Knife,78.82421258,Strict_Gun_Laws,New_Moon,Clear
No_Weapon,80.39968932,Strict_Gun_Laws,Waxing_Gibbous,Light_Fog
Toy_Gun,9.858618055,Strict_Gun_Laws,Third_Quarter,Clear
Toy_Gun,10.03373786,Strict_Gun_Laws,Full_Moon,Lightning_Storm
Toy_Gun,11.29461958,Strict_Gun_Laws,Waxing_Cresent,Heavy_Fog
No_Weapon,10.93451296,Strict_Gun_Laws,New_Moon,Clear
Blunt_Weapon,78.4291183,Strict_Gun_Laws,New_Moon,Clear
No_Weapon,10.06455329,Strict_Gun_Laws,Waxing_Cresent,Clear
Knife,81.17754607,Strict_Gun_Laws,Waxing_Gibbous,Clear
No_Weapon,80.68406206,Strict_Gun_Laws,Full_Moon,Clear
Toy_Gun,9.133753603,Strict_Gun_Laws,New_Moon,Clear
Knife,9.426384001,Strict_Gun_Laws,Waxing_Cresent,Light_Fog
Toy_Gun,10.62090411,Strict_Gun_Laws,Waning_Gibbous,Clear
Toy_Gun,9.080129107,Strict_Gun_Laws,Waxing_Cresent,Clear
No_Weapon,9.958681342,Strict_Gun_Laws,Full_Moon,Clear
No_Weapon,9.55088536,Strict_Gun_Laws,Waxing_Gibbous,Clear
Blunt_Weapon,9.44557093,Strict_Gun_Laws,Waxing_Cresent,Clear
No_Weapon,78.6126822,Strict_Gun_Laws,Waning_Gibbous,Clear
Knife,10.29616787,Strict_Gun_Laws,First_Quarter,Light_Fog
No_Weapon,12.76378191,Strict_Gun_Laws,Waning_Cresent,Light_Rain
No_Weapon,10.06821289,Strict_Gun_Laws,Waning_Gibbous,Light_Rain
No_Weapon,9.336214325,Strict_Gun_Laws,Waxing_Cresent,Clear
Knife,9.329793919,Strict_Gun_Laws,Waning_Gibbous,Heavy_Fog
Toy_Gun,81.47700846,Strict_Gun_Laws,Waning_Gibbous,Heavy_Fog
No_Weapon,10.07715275,Strict_Gun_Laws,First_Quarter,Heavy_Fog
Toy_Gun,80.99878705,Strict_Gun_Laws,Waxing_Cresent,Heavy_Fog
Knife,9.533167867,Strict_Gun_Laws,First_Quarter,Clear
No_Weapon,9.660939892,Strict_Gun_Laws,First_Quarter,Clear
Blunt_Weapon,8.786094225,Strict_Gun_Laws,Full_Moon,Heavy_Fog
Blunt_Weapon,8.69655621,Strict_Gun_Laws,Waning_Cresent,Clear
Knife,80.06750445,Strict_Gun_Laws,New_Moon,Clear
Blunt_Weapon,77.50354408,Strict_Gun_Laws,Waning_Gibbous,Clear
Toy_Gun,10.32471474,Strict_Gun_Laws,Waxing_Gibbous,Clear
Knife,11.35668408,Strict_Gun_Laws,Full_Moon,Clear
Blunt_Weapon,9.981626003,Strict_Gun_Laws,First_Quarter,Clear
Toy_Gun,10.08969256,Strict_Gun_Laws,Waxing_Cresent,Clear
No_Weapon,9.528405338,Strict_Gun_Laws,Waning_Gibbous,Hurricane
Toy_Gun,10.91597414,Strict_Gun_Laws,Waning_Gibbous,Heavy_Fog
Blunt_Weapon,8.755967693,Strict_Gun_Laws,Full_Moon,Clear
No_Weapon,79.61971374,Strict_Gun_Laws,New_Moon,Clear
Knife,10.00966898,Strict_Gun_Laws,Third_Quarter,Heavy_Fog
Toy_Gun,78.71307688,Strict_Gun_Laws,Waxing_Gibbous,Light_Fog
Toy_Gun,10.46857676,Strict_Gun_Laws,First_Quarter,Clear
Knife,7.921712113,Strict_Gun_Laws,Waning_Cresent,Clear
No_Weapon,9.647034456,Strict_Gun_Laws,Waxing_Gibbous,Light_Fog
Toy_Gun,10.55123089,Strict_Gun_Laws,First_Quarter,Clear
No_Weapon,79.61649837,Strict_Gun_Laws,Waning_Gibbous,Clear
No_Weapon,10.10634197,Strict_Gun_Laws,Third_Quarter,Heavy_Fog
Blunt_Weapon,79.89174011,Strict_Gun_Laws,Waning_Cresent,Clear
Toy_Gun,9.291464197,Strict_Gun_Laws,New_Moon,Clear
No_Weapon,10.5383668,Strict_Gun_Laws,First_Quarter,Clear
Blunt_Weapon,11.18442341,Strict_Gun_Laws,First_Quarter,Clear
Knife,9.933376767,Strict_Gun_Laws,First_Quarter,Hurricane
Blunt_Weapon,79.65699201,Strict_Gun_Laws,First_Quarter,Clear
Knife,9.619145167,Strict_Gun_Laws,Full_Moon,Lightning_Storm
Knife,9.060542318,Strict_Gun_Laws,Waxing_Gibbous,Lightning_Storm
Toy_Gun,8.766592484,Strict_Gun_Laws,First_Quarter,Light_Fog
No_Weapon,10.87966285,Strict_Gun_Laws,Third_Quarter,Lightning_Storm
Blunt_Weapon,8.711509603,Strict_Gun_Laws,Third_Quarter,Light_Rain
Blunt_Weapon,79.98295221,Strict_Gun_Laws,First_Quarter,Clear
Toy_Gun,10.14619674,Strict_Gun_Laws,First_Quarter,Lightning_Storm
No_Weapon,9.015938368,Strict_Gun_Laws,Waxing_Gibbous,Clear
Blunt_Weapon,11.1797211,Strict_Gun_Laws,Full_Moon,Hurricane
Blunt_Weapon,9.399566221,Strict_Gun_Laws,Full_Moon,Light_Rain
Blunt_Weapon,78.86294292,Strict_Gun_Laws,Waxing_Cresent,Clear
Knife,11.32883328,Strict_Gun_Laws,Waxing_Cresent,Clear
Knife,9.971099588,Strict_Gun_Laws,Waning_Gibbous,Earthquake
Blunt_Weapon,9.951663302,Strict_Gun_Laws,Waning_Cresent,Clear
Toy_Gun,80.24878046,Strict_Gun_Laws,First_Quarter,Clear
Blunt_Weapon,79.88622471,Strict_Gun_Laws,New_Moon,Clear
Blunt_Weapon,10.7168722,Strict_Gun_Laws,Third_Quarter,Clear
Knife,12.47728529,Strict_Gun_Laws,Waning_Cresent,Clear
No_Weapon,11.12727641,Strict_Gun_Laws,Third_Quarter,Clear
Toy_Gun,9.802004588,Strict_Gun_Laws,Waxing_Cresent,Light_Rain
Toy_Gun,10.83484958,Strict_Gun_Laws,Waning_Cresent,Clear
Blunt_Weapon,9.463888133,Strict_Gun_Laws,New_Moon,Clear
Knife,9.251761265,Strict_Gun_Laws,Full_Moon,Heavy_Fog
Toy_Gun,10.91654399,Strict_Gun_Laws,New_Moon,Clear
Blunt_Weapon,11.41350834,Strict_Gun_Laws,Full_Moon,Clear
Toy_Gun,9.286815988,Strict_Gun_Laws,Waning_Cresent,Clear
Blunt_Weapon,80.80032959,Strict_Gun_Laws,Third_Quarter,Lightning_Storm
Blunt_Weapon,10.88129034,Strict_Gun_Laws,Waxing_Cresent,Clear
Blunt_Weapon,80.07947162,Strict_Gun_Laws,New_Moon,Clear
Blunt_Weapon,11.39571593,Strict_Gun_Laws,Waning_Gibbous,Clear
Blunt_Weapon,79.20410743,Strict_Gun_Laws,Full_Moon,Clear
Knife,81.39856804,Strict_Gun_Laws,Full_Moon,Light_Fog
Toy_Gun,10.7889791,Strict_Gun_Laws,Waning_Cresent,Clear
Blunt_Weapon,10.60282908,Strict_Gun_Laws,Waxing_Gibbous,Clear
Toy_Gun,9.189667846,Strict_Gun_Laws,First_Quarter,Clear
Toy_Gun,80.13747476,Strict_Gun_Laws,Waning_Gibbous,Clear
Knife,8.897020909,Strict_Gun_Laws,New_Moon,Clear
Knife,79.30899986,Strict_Gun_Laws,New_Moon,Clear
Blunt_Weapon,11.05886525,Strict_Gun_Laws,Waning_Cresent,Heavy_Fog
Knife,10.4308227,Strict_Gun_Laws,Waxing_Gibbous,Clear
No_Weapon,8.423274786,Strict_Gun_Laws,Waning_Cresent,Clear
Toy_Gun,79.32020222,Strict_Gun_Laws,Third_Quarter,Clear
Knife,10.38761167,Strict_Gun_Laws,First_Quarter,Clear
No_Weapon,10.75757538,Strict_Gun_Laws,Waning_Gibbous,Clear
Blunt_Weapon,8.469844425,Strict_Gun_Laws,Waning_Cresent,Clear
Toy_Gun,10.94027146,Strict_Gun_Laws,Third_Quarter,Clear
Toy_Gun,10.20706769,Strict_Gun_Laws,New_Moon,Clear
Toy_Gun,9.285866348,Strict_Gun_Laws,Third_Quarter,Light_Fog
Toy_Gun,79.19163516,Strict_Gun_Laws,New_Moon,Clear
Toy_Gun,10.15011818,Strict_Gun_Laws,Waxing_Cresent,Clear
Knife,7.860764749,Strict_Gun_Laws,Waxing_Gibbous,Clear
No_Weapon,9.984032715,Strict_Gun_Laws,First_Quarter,Clear
No_Weapon,80.14203327,Strict_Gun_Laws,Waning_Cresent,Clear
Knife,10.49824245,Strict_Gun_Laws,Third_Quarter,Light_Rain
Blunt_Weapon,9.101632349,Strict_Gun_Laws,Waning_Cresent,Light_Rain
Blunt_Weapon,9.614526839,Strict_Gun_Laws,Waxing_Gibbous,Lightning_Storm
Knife,80.19964563,Strict_Gun_Laws,Third_Quarter,Clear
Knife,79.90308967,Strict_Gun_Laws,Waxing_Cresent,Clear
No_Weapon,8.387938299,Strict_Gun_Laws,First_Quarter,Clear
Blunt_Weapon,8.419815882,Strict_Gun_Laws,New_Moon,Clear
Knife,10.23453472,Strict_Gun_Laws,Waxing_Cresent,Clear
No_Weapon,79.96398653,Strict_Gun_Laws,Waning_Gibbous,Clear
Knife,8.979799153,Strict_Gun_Laws,Third_Quarter,Clear
No_Weapon,10.67634634,Strict_Gun_Laws,Waxing_Gibbous,Heavy_Fog
Blunt_Weapon,8.870167537,Strict_Gun_Laws,Waning_Gibbous,Light_Fog
Blunt_Weapon,79.53204326,Strict_Gun_Laws,Waxing_Gibbous,Lightning_Storm
No_Weapon,78.19058399,Strict_Gun_Laws,Waxing_Cresent,Clear
Knife,9.700873172,Strict_Gun_Laws,Full_Moon,Clear
No_Weapon,10.02093168,Strict_Gun_Laws,New_Moon,Clear
Knife,82.46821339,Strict_Gun_Laws,Full_Moon,Clear
Toy_Gun,10.07556548,Strict_Gun_Laws,Third_Quarter,Light_Rain
Blunt_Weapon,8.264650928,Strict_Gun_Laws,New_Moon,Clear
